tweet_text,cyberbullying_type
@MaxBlumenthal @cpassevant @anadumitrescu13 Post-Hebdo? LOL. Events like it are a daily occurrence around the world. Why isolate one.,not_cyberbullying
You know there are people out there who like @joeyBADASS_ but don't listen to old school.,not_cyberbullying
@Firebomb173 @ANDAASONSAN not the first time it's happened. That was probably the worst though.,not_cyberbullying
@KamilaaRudenko how are u ?,not_cyberbullying
"The contact form on the site was bugged. Turns out that if you use a ']' in the email subject prefix, it breaks everything. silly wordpress.",not_cyberbullying
"The thing about Uber is, even if it wasn't a horrible, sexist, shitty company, I would still be against it.",not_cyberbullying
I think @bxokrissy third period teacher doesn't like me he always tells me to go to class when I walk u to class,not_cyberbullying
@andythewookie1 what's that quote about jacking off with one hand and pointing with the other?,not_cyberbullying
"I hope this round humbled the girls, they can't cook #MKR",not_cyberbullying
@MelissaRyan Look at what DC Public Schools are doing for bullying LGBT students now that @m_rhee is gone. http://t.co/ZegLmS7,not_cyberbullying
gender,not_cyberbullying
Fuck. #MKR,not_cyberbullying
#mkr Promo girls are going to BRING IT in the next round. Yeah! Bring it! Bring your store bought capsicums!,not_cyberbullying
Hey Ma in the orange skirt,not_cyberbullying
Fuck this paper bullshit,not_cyberbullying
Elephants??? Direct them to #cuntandandre,not_cyberbullying
Film ini salah satu potret bullying dikalangan anak2 #mynameiskhan,not_cyberbullying
#NowWatching a Charlie Brown Thanksgiving #classic,not_cyberbullying
Let's talk about what it means to be a victim. http://t.co/FInA7zfTTT,not_cyberbullying
"@MileyCyrus @JuliaAllynn no, you are ahhhhhmazing! &lt;3",not_cyberbullying
"@janaane poise, odiei aquilo ele sofria bullying de meninas porisso matou muitas meninas, mais mesmo assim aquelas crianÃ§as nao tinham culpa",not_cyberbullying
no one ever help.me like my bully @AlwaysVero_ did /:,not_cyberbullying
"@Giia_marengo le hace bulling a @Karol__Dance por que se ""gana"" en todos lados jajajaj y dice que los washiturros NO son flaites jajaj WENA",not_cyberbullying
#Kerala RTE will lead to shutting down of 'Badal' schools in backward areas &amp; parents will mostly not allow them to join far away schools.,not_cyberbullying
"If you are feeling perturbed about women that aren't humble, kindly go set yourself on fire.",not_cyberbullying
You look like a gypsy. Sorry I'm not sorry.,not_cyberbullying
"Oh hey, you should be ashamed of your disgusting self. @TheMajesticPlum http://t.co/B4obsliTUg",not_cyberbullying
BULLSHIT!!!! #MKR #MKR2015,not_cyberbullying
"@hayhenning good news, if i ever have a problem with a big mean bully, i know who to call!",not_cyberbullying
I'm done - won't bother with the rest of this pathetic shit show #mkr,not_cyberbullying
"@GlennF @Spacekatgal it is rather funny how all of us are so completely different, yet complement each other's skill sets so well.",not_cyberbullying
"@sbrew11 If you hadn't noticed, I save my witty replies for sexists with a little more panache. I don't want to get above your reading level",not_cyberbullying
"@nader_haq @MadDr11 Yeap, breeding and violence are the only thing they do well.",not_cyberbullying
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime A. I don't have a faith. B. Your tweet is incoherent.,not_cyberbullying
Lil bro @Mackmanee_15 was on the bully last night,not_cyberbullying
@Bahai144 ROFLMAO.  So all this time I've been trying to squeeze logic out of a religious nut that is as crazy as ISIS.,not_cyberbullying
"@jaredchase i kept being the last person alive AND topping damage. it's like, what. this isn't hard.",not_cyberbullying
Follow News Reports Of #BrandonMcInerney Shooting Death Of #LarryKing Trial http://t.co/WgrutwF #Gay #GLBT #LGBT #Bullying #Murder,not_cyberbullying
"@CarSalesBossMan Unlike men, who can't fix cars because they can't fit their giant fucking swelled heads under them.",not_cyberbullying
RT @Hanar_Marouf: Daesh is distrbuting Stolen U.N. Humanitarian Aid W/ Its Own Logo!! #Iraq #twitterkurds http://t.co/kSkGLrh1jt http://t.câ€¦,not_cyberbullying
@TURBOCUNT i have no idea what red bean tastes like. i'm assuming it tastes like beans? i'm not really down with beans.,not_cyberbullying
Wait so are we voting again when we come back to school ?,not_cyberbullying
The worst hoe is a hoe who can't admit she was a hoe.!,not_cyberbullying
"RT @srhbutts: CEO of sony europe vehemently, unequivocally condemns #gamergate as misogynistic harassment. http://t.co/0M07MuT5AY",not_cyberbullying
even alle bully beatdown afleveringen gedownload van season 1 en 2 :),not_cyberbullying
"How can you sleep with make-up? Like ew, your skin will be so oily the next day.",not_cyberbullying
freaky ass ready ass hoes,not_cyberbullying
@jukes303 The old oil cliche again. The US pays for every drop of oil they get from the ME on the open market just like every other country.,not_cyberbullying
Is Colin hot? #MKR,not_cyberbullying
aposto que vou sofrer bullying depois do meu prÃ³ximo tweet,not_cyberbullying
RT @BliggiVee: Round and round we go where it stops nobody knows. How much more will this drag on?!? #MKR,not_cyberbullying
First social test of the year...,not_cyberbullying
@iMrBarfield it starts Thursday. My classes are canceled for tomorrow thoðŸ˜Œ.,not_cyberbullying
Me my self and I,not_cyberbullying
"The only thing Facebook does well, is cause shit and promote cyber bullying.",not_cyberbullying
Frio Ã© bullying contra os solteiros..,not_cyberbullying
â€º Meninos do Tumblr sÃ£o assim: â€º â€º Meninas do Tumblr sÃ£o assim: â€º â€º E eu sou assim: â€º â€º Isso Ã© bullying. http://t.co/dr0Yql4,not_cyberbullying
"@AMohedin Even Pickthall, who is an Englishman, was a Muslim convert.",not_cyberbullying
@daimau5 Your boy gianluca toni was class another big 6ft 5 lunk,not_cyberbullying
"Mum; You need a college bad not a handbag. Me; But mommmmmmm, it's phinkkk :&lt;",not_cyberbullying
"serio, falsidade Ã© bullying",not_cyberbullying
I really wish i could graduate already and go to college to get away from my siblings.... Sick of all of this!!!!!!!,not_cyberbullying
I knew Nikki reminded me of someone. #mkr http://t.co/yWjMAyphJm,not_cyberbullying
Best Bully Sticks Spotlight on a Breed: We Honor Maddie the American Eskimo: We always love getting emails from ... http://bit.ly/rlUS4m,not_cyberbullying
COLÃ‰GIOS ADVENTISTAS DE SÃƒO PAULO DISCUTEM O BULLYING - BOM DIA SÃƒO PAULO http://t.co/YyfPou0,not_cyberbullying
pratico bullying para ser aceito socialmente,not_cyberbullying
@Kaya786 @fai3an_H And I don't walk in circles around a black meteor in Mecca under the delusion that it will please god.,not_cyberbullying
@RealandIllusory = ranting idiot.,not_cyberbullying
"@AAlwuhaib1977 I know hundreds of Christians, but not a single one that fits the discription.",not_cyberbullying
She a pussy Hoe till I get the Pussy HOE!,not_cyberbullying
"@diandrasallini Claro que nao, mas ela pode falar kkkkkkk, agora tudo Ã© bullying kkk",not_cyberbullying
"RT @Emoroffle: @freebsdgirl Gotta love that ""We determine the good feminists, and it's men"" mentality that GG has. Zero self-awareness.",not_cyberbullying
@mirebotan84 @RamiAlLolah I support that. I don't like people like Rami who complain about the things he supports when done to others.,not_cyberbullying
#SelfDefense The Best Martial Art for stopping Bullying http://t.co/cQajVOl,not_cyberbullying
@_jearbear__ @kv3rch he swore the ravens were gonna whoop our ass.. Jj watt is gonna destroy that o-line lol,not_cyberbullying
@edgeofthesandbx @batchelorshow @FearDept And there have been dozens of witnesses who have seen the Russians target civilians for propaganda,not_cyberbullying
RT @peteevansnot: Seriously why wouldn't you feed #paleo formula to your newborns with TWENTY TIMES the vitamin A of breastmilk? #mkr http:â€¦,not_cyberbullying
"Anti-bullying workshop offers parents practical, legal solutions: With 30 percent of students nationwide being h... http://t.co/xjkhms6",not_cyberbullying
"If your benchmark for success is Team Greek next door, then you're always going to be feeling confident. #MKR",not_cyberbullying
Yo. Who do I know at @pagerduty? I can never recall names + employers.,not_cyberbullying
RT @TVWEEKmag: #katandandre might have to eat her words after receiving some not so great feedback on their ham and gruyere dish. #MKR #tvwâ€¦,not_cyberbullying
"White dude wins the Nobel for lit again, shocking, next you'll tell me his novels speak to a universal human experience",not_cyberbullying
@normaojeda000 yupperz!! Why?,not_cyberbullying
"@GiacomoBert8008 Honestly, WHAT",not_cyberbullying
You know...kudos to #MKR for being able to stretch out a show....over a month onto the show and we still dont have final teams...,not_cyberbullying
"@Llydisblur people seem to have a really warped view of what republican even means, lately. party lines have majorly shifted. :\",not_cyberbullying
RT @brownlee_dr: #Yazidi #girls tell of escape from #IS http://t.co/6FVwGLCP24,not_cyberbullying
@MacaLofish_UC  oajoajoajajo creo que todos me hacen bullying porr no tomar ojaojaojaoajoajoja,not_cyberbullying
Lolol that boy is whipped AF,not_cyberbullying
@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!! This is still the early bird special. #ComeAtMeUT,not_cyberbullying
The girls need to learn how to churn #MKR,not_cyberbullying
Stick to your day jobs girls #MKR,not_cyberbullying
How are You? @edcrossfineart We are well...,not_cyberbullying
@ugobananas OBVIOUSLY,not_cyberbullying
That's crap Lynn and Tony should have stayed #MKR,not_cyberbullying
I GUESS I NEED YOU BABYY~,not_cyberbullying
@yuskan0723 Just as I thought.  There is no evidence of intentionally targeting children. And it's not even certain it was an Israeli boat.,not_cyberbullying
"@LynnMagic turning it into a block list could be pretty rad, too. ;)",not_cyberbullying
"Sure is Monday! Up at 4am for work, the boss is in a bad mood, he messed up my schedule, and our DC driver ran into our dumpster!",not_cyberbullying
#MKR my guess. bottom 2 teams from each round are going back into instant restaurants. Just saying.,not_cyberbullying
"@Lovemycoffeetoo @hidden_horcrux there were 4 top teams, 1 from ea round, &amp; didn't #AdamAndCarol  top their round &amp; are also safe? #mkr",not_cyberbullying
When someone gets bitten by a rabid dog and has to get six inch needles in the belly be there to say NOT ALL DOGS #notalleverything,not_cyberbullying
@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime There is no ongoing endless occupation anywhere.,not_cyberbullying
"Minnesota gay teens bullied by adults, peers, say activists (Reuters): Reuters â€“ Barb Schroeder knew about her s... http://t.co/ujqd9K2",not_cyberbullying
"And a 7 for ""smear of lemon tart""??? #MKR",not_cyberbullying
"@Censored31 @rupertmurdoch I don't have a religion, microbrain.  Have you found what hole that coward Baghdadi crawled into at Gwer?",not_cyberbullying
@Assiye61 @MaxBlumenthal The Quran.,not_cyberbullying
mmmm #MKR Forget Deconstruction @lisamromano @garydlum @mattsparks88 THIS is Lemon Tart ðŸ‹ðŸ‹ðŸ‹ mmmm http://t.co/iiLigXbbzw,not_cyberbullying
Pretty sure they're hiding any ability to actually cook.,not_cyberbullying
im@s: takes 20 hours to download,not_cyberbullying
"Walked out of the shelter with no puppy, but now I have a date. Uh. Success has many definitions.",not_cyberbullying
Today i just did not want to get up. Am dragging myself to college.,not_cyberbullying
"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc",not_cyberbullying
To the extreme I rock a mic like a vandal,not_cyberbullying
"RT @nrrrdcore: At the very least, questions will be raised. And we now understand that women in our industry must choose between incompetenâ€¦",not_cyberbullying
"I'm much happier as a financially secure adult than as a kid in a paycheck to paycheck household (and I had great parents, just no $$$)",not_cyberbullying
RT @mykitchenrules: Nawwww ðŸ˜­ðŸ˜­ðŸ˜­ #MKR,not_cyberbullying
Annie &amp; Loyd,not_cyberbullying
@chris_gray91 no I'm keeping that for later trackies and a tshirt on #LuckyNooneCanSeeMe :( ha x,not_cyberbullying
"The current system is inadequate. Some of us are experienced at navigating these pitfalls, and we can help you.",not_cyberbullying
"@RichardDawkins As a child, my parents sent us to Sunday School but I think it was so they had time on their own.I can forgive them for that",not_cyberbullying
When is the drag show ? #ECU,not_cyberbullying
U dumb nigger Fuck,cyberbullying
"@_Dward24 Shut the fuck up you dumb ass nigger. You wanna try and kill me? Dumb ass, you wont get through my lawn. Dumb Wellfare fuck",cyberbullying
Tweet me you dumb niggers fuck,cyberbullying
My bad I meant to say Black men raped by White men were called Belly Warmers and Bed Bucks comes from White women raping Black men. But you get the idea. The Delectable Negro was a hard book to read literal horror story.,cyberbullying
I think Iâ€™d cry if 45 is re-elected. I just walked past a group of people saying Biden is the worst possible candidate and Obama didnâ€™t do anything for black people. Iâ€™m tired,cyberbullying
Idk why niggers said that they were gonna be slaves again if theres fucking laws that dont allow that shit dumb fucks,cyberbullying
Nike make shoes knowin dat niggers buy anything...like y da fuck would u buy foam airforces do u kno how dumb ur feet look?,cyberbullying
@KendraKensingto fuck u. dumb nigger dick lover,cyberbullying
"The Governor called for 500 troops to ""round up heavily armed Negros"" &amp; ""shoot to kill any negro who refused to surrender imminently"" White mobs and federal troops slaughter hundreds of black men women and children indiscriminately. 13/19",cyberbullying
a* in history mate next try. although it wouldnâ€™t matter as your government refuses to acknowledge the racist past of our country and donâ€™t teach about it in schools. but once again youâ€™re bringing up anything to take attention away from the issues at hand that black people go-,cyberbullying
20200710-1947. Watching Live MSNBC and black victimhood. I canâ€™t understand how something from the past should affect current events and social distancing which is within six feet. Anything within MY personal space and immediate surroundings is NOT affected by their problems!!!,cyberbullying
@NickDegree_5 I never called him racist. Get the fuck out of this convo house nigger. No one asked for your dumb ass input.,cyberbullying
"I'll spit on that btch! â€œ@OnTheWrongShxt Hey Bitxh , Watch Your Mouth Before You Get Hit In It ! RT @tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
@Goatyeah @joshcohenreal @rolandsmartin holy fuck. Niggers can't be this dumb. Please tell me this was a joke. Lmao wow made my day.,cyberbullying
@There_Goes_Niam thats a classic my.nigga!,cyberbullying
"Guess you might nt have been around when T & his dad had rental buildings & screened ppl tht wanted 2rent,if the rental agreement had a â€œCâ€ on it meant colored ppl and he would refuse renting to them look it up and u have a horrible family history of racism",cyberbullying
"And your mad because..?? ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
"DAMN! tier 3 madness lol RT @EyeCandyBihhh: â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€...But he won tho that's why YOU MAD..LMAO!!!!",cyberbullying
Getting called â€œNegro acomplejaoâ€ followed by â€œIâ€™m not white because were all mixedâ€ is the Puerto Rican version.,cyberbullying
"RT @lilduval: I've had sex wit a white girl and told her 2 say ""fuck me u nigger!""&lt;&lt;&lt;this nigga dumb as hell!",cyberbullying
It always gotta be the dumb black niggers that fuck it up for the rest of us,cyberbullying
fuck you bitch ass trick ass dumb ass nigger ass fuck bitch cock sucker ass muncher dumb hoe gay faggot slut auto correct.,cyberbullying
This femals be thinking a nigger is dumb but not me not us fuck that,cyberbullying
"@lynnsanity_: She can get ran over too. RT @_LoveVuitton: Bitch Get SHOT RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
"@Tidal_Salty you have a lot of balls liking this. You are my nigger and tygers dumb ass white friend, you are the only person to come close to the level of crust that man has. Fuck you.",cyberbullying
@JaMeekMillz: @_90sProduct go fuck yourself dumb black nigger,cyberbullying
"youâ€™re the absolute epitome of our society. you deserve to be raped to death. fuck you, dumb NIGGER.",cyberbullying
@CrashNebuRado @maddiealtman fuck you dumb nigger .,cyberbullying
"RT @_OnlyAriel: & at the end of the day, he's STILL in the office for ANOTHER 4 years â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€",cyberbullying
I hate white people who submerge themselves in black culture and then use the word nigger as an insult. It's disgusting and offensive.,cyberbullying
"â€œWe the Peopleâ€ surveys 25 years of artist Nari Wardâ€™s work. It is impossible to see the retrospectiveâ€™s latest incarnation through anything other than the filter of the past six weeks, as the Black Lives Matter movement has swept the country.",cyberbullying
@PropertyOfStar fuck you dumb nigger,cyberbullying
@NotHaiu fuck you dumb stinky nigger,cyberbullying
You dumb fuck RT â€œ@Mrs_StevenWyatt: #Obama is nothing more then a nigger on a power trip.â€,cyberbullying
#showpussy #liveporn fucking #3some insane #undressed russians,cyberbullying
"So My Nigger baby wakes up JUST to laugh at the GIANTS losing, fuck him the Eagles and his dumb ass Cowboys!!!",cyberbullying
Yachty said â€œthis white little bitch call me niggerâ€ fuck this shit dumb live,cyberbullying
"Nigger pleaz, if ur smelly ass says one more dumb nigger comment, I'm gonna sew your mouth shut and get a fagwith aids to fuck ya. #jkitsgay",cyberbullying
All you dumb fucks that think this is a justified response are Twiggers (twitter niggers) #Ferguson #FergusonDecision #BurnBabyBurn,cyberbullying
â€œ@AnaIcess: I'm bossy as fuck but I'll friendship will last longer if you know how to handle my mouthâ€*our dumb nigger,cyberbullying
"Our public service carers are clowns when they pick an incident to highlight that showed no signs of racism and ignore the daily murders , rapes and beatings of whites in South Africa ... Those public service carers are at work , paid for by the public so just work",cyberbullying
"what kind of dumb fuck actually says ""pussy ass nigger"" in real life",cyberbullying
U dumb nigger and lil shithead so fuck urself and lick ur moms vagina (@YouTube http://youtu.be/p1S03fB4-iQ?a),cyberbullying
@AthenaTX each other colored where racism was so prevalent that u as a minority new ur place it was only in the late sixties that the,cyberbullying
Fuck Michael Brown he was just a dumb ass nigger lol,cyberbullying
"It is called context. He has said ""Fat Negro"" and ""Stupid Negro."" He adds race to his insults when they are Black. He doesn't insult White people with ""Fat Caucasian"" and ""Stupid Caucasian."" He only uses the word defensively that should tell you he purposely uses it as a slur.",cyberbullying
"The story is super deep and weird hence the name But once you start the first chapter you canâ€™t stop.ur like â€œwtf am I watching?â€ Iâ€™ve recommended it to my niggas donâ€™t even fuck wit anime and they liked it , also one of the ending theme songs is Jodeci- Freakin You",cyberbullying
"He went to Harvard Law School though? Dumb? RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
I fucks w/ real NIGGAS I can't fuck w/ a dumb NIGGER,cyberbullying
"You really fat as shit tho you look like Roseanne fat white dirty ass RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
These niggers got some bunk ass weed. GET THE FUCK OUT HERE WITH YO DUMB BLACK ASS. xD,cyberbullying
Fuck love sosa. Dumb ass nigger,cyberbullying
"That's PRESIDENT OBAMA to you RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
"I'm not really ""racist"" you dumb fuck'n niggers !",cyberbullying
â€œColoredâ€ Shame on U @globaltimesnews because of outlets like you racism still exists!! #SMH,cyberbullying
Dumb ass mexican/taliban RT @blam04: U CANT SAY NIGGER ... TAYEULLLL RT â€œ@ThaliaHaroon: WASSUP WITH ALL THESE FUCK NIGGAS,cyberbullying
@AZEALIABANKS to the dumb fuck that said nigger u are an asshole and when she makes it big cause she will I hope u feel like a dumb looser.,cyberbullying
"While middle- and upper-class white women of this area did not see music as anything more than a past time, black and mulata women like Ojea treated music as a serious profession.",cyberbullying
@HipHopSyko @SMACKWHITE @urltv @streetstarnorbe I heard Tech 9 was on some real fuck boi shit applaud that dumb philly nigger,cyberbullying
Have you seen all the racist words being thrown around by black folks in the past year? Thousands upon thousands upon thousands. But hey. Thatâ€™s ok right? Black ppl donâ€™t get a free pass for anything. You arenâ€™t owed. Your not special. Your not a queen. So just stop.,cyberbullying
"Aye yall dis broad mad huh #leggo RT @tayyoung_: FUCK OBAMA, dumb ass nigger",cyberbullying
@Dat_RhemBoy lmao &amp;&amp; why tf you wasnt at school Negro ?,cyberbullying
lying to me about dumb shit is a dub keeping a buck with me is a dub Fuck you black niggers I can't fucking stand yall FUCK ALL OF YOU,cyberbullying
"FUCK EVERY SINGLE NIGGER IN THIS WORLD: ASIAN, LATINO, WHITE, EUROPEAN, AMERICAN, BLACK, CANADIAN, AFRICAN, SOUTHERN AMERICAN AND MOST SUPER ESPECIALLY FILIPINOS!!!! FUCK THOSE FILIPINO NIGGERS... DUMB ASS RETARDS... I SWEAAAAAARRRRRRR. THEY GOTTA LEARN HOW TO CHILLLLLL",cyberbullying
Ur comprehension is off dude. Nothing in there said anything about not learning from the past. Just using it for a reason to punish the black guy more than the white guy is getting old.,cyberbullying
yes really ur like one of my first mutuals here,cyberbullying
jk slams fist on table i love how we got along really well since our first dm w eo i miss ur killua layout youre funny n relatable hashtag quirky##and thanky for always being supportive w my art you're one of the people who alwahs makes me feel better grrr i love you T___T,cyberbullying
now ur not the only one with spelling mistakes it was fachel at first,cyberbullying
Sheâ€™s 1 of a million I know have the same stories. Black boys will also come for you if you have anything other than 3b-4a hair thatâ€™s not past your shoulders,cyberbullying
"Lets get one thing straight, free thinking means saying shit like obama did a horrible job and not identifying with the identity politics and the reality tv shows that make black and colored folks look bad. Pretending racism doesnt exist especially in America makes u a coward",cyberbullying
@rfreeman125 so you got kicked out? This makes no sense at all. What ab all the niggers.that are dumb and wont ever shut the fuck up?,cyberbullying
lei is the first ur the middle abbie is the fat one last,cyberbullying
@donlemon great job cOOning tonight #donlemon #coon,cyberbullying
â€œ@iFollowBlindPpl: FUCK DREW BREES!â€ fuckin dumb NIGGER!,cyberbullying
@Jessicayahida @SakBoyBallout Fuck ass nigger can not even spell right we do not want jessica to be the homie of a dumb ass now do we??,cyberbullying
FUCK OBOMA dumb nigger! and fuck haiti too! im gettin fucked up 2nite on MY MONEY that I WORKED 4! fuck the irs n all u welfare usin freelaâ€¦,cyberbullying
Cuhz yâ€™all weirdos gotta stop this nigger talk. We tryna move forward and u dumb fucks setting us back,cyberbullying
"@MoriahRae1 no there isnt u dumb bitch! i dont give a fuck ""niger"" is a racist term , especailly when a white bitch says it, so shutup",cyberbullying
"@ShaheemHbCarter @KolaBoof Kimora started the war and Kola finished her ass. Fuck the Bahamas niggers, Kola! They skin bleachers &amp; dumb.",cyberbullying
Non black Calgarians say nigger more than black Calgarians and itâ€™s always been disgusting...,cyberbullying
"@azukzz "" fuck yes dat shit hard but nigga #bigsean shuld get nigga #finallyfamous "" That made no sense u dumb nigger",cyberbullying
First of all don't think u will have a problem with ur partner. B'cox u are d one dt approach him doesn't mean he can Said such thing.,cyberbullying
"@Latenty @trace724 SHUT THE FUCKING FUCK UP AWFUL STATIC IDIOT, IF U EVER INSULT ME AGAIN ILL SHIT IN UR MOUTH DUMB NIGGER IDIOT SLAVE",cyberbullying
"for around four day's now are causing the fan above the stove turn loudly. What the fuck, these dumb Niger's are so fucking stupid.",cyberbullying
Dear stupid nigger in my class. Yes. You are a nigger. Stop acting fucking retarded. Your niggerness is not helping you. Dumb fuck.,cyberbullying
"I notice black men tend to do this whenever someone who is black doesn't align themselves with the aggregated negro stereotype of being ""ghetto"", they automatically assume you are a white person. About time you called black men out on their BS",cyberbullying
"â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€ iwish u stayed wre im at ibet u wudd get yo ass beat df dwn",cyberbullying
You already said its different.. Black people are dying over racism and you're talking of white people racism that doesn't let them say nigger with what is in the news It's a disgusting pick me with a splash of be my master I'm a good black,cyberbullying
I hope you get yo ass beat . Dumb broad â€œ@kimberrlym_: Fuck you nigger #CANELOTEAMâ€,cyberbullying
"RT @tayyoung_ FUCK OBAMA, dumb ass nigger &lt;BITCH! KILL YOURSELF!!! NOWWWWW.",cyberbullying
"@FMbeltra @jnsanchez IF you believe ALL AMERICANS ARE PATRIOTS then ur the fucking idiot. Pulse Nightclub, San Bernardino, both killers 1of2",cyberbullying
"Anything with OBAMA on it TRUMP'S tried erasing. ALL PAST POTUS Worked together. Remember PAPA BUSH, CARTER, CLINTON, BUSH, OBAMA they held a FUND Raiser telethon for the HURRICANES, They invited Trump to join them He said NO. THE 4 ARE FRIENDS they helped their predecessors",cyberbullying
"Looks like the Washington DC ""Negro,"" has turned on its Federal master. WEB DuBois wrote a history called ""The Philadelphia Negro."" He describes how they once had the catering business but were driven from it into umployment as it became white only. Discrimination has a history.",cyberbullying
@HRBlock Y'all are a pack of fucking crooks. Fuck y'all whole existence!!!!! How you take a majority of the refund? Dumb ass niggers,cyberbullying
"â€œ@jevans9219: â€œ@tayyoung_: FUCK OBAMA, dumb ass niggerâ€ woah der hoe....â€ Dumb bitch! ........... Who is she?",cyberbullying
@the_clituation: @xdannyxbrownx where dAFUQ IS WIZ kweefa on this shit? he must know he's just a dumb nigger?? Fucking fuck this guy.,cyberbullying
"â€œ@Dready_supaHigh: â€œ@TeaTimeWithTiny: Awwww RT @tayyoung_: FUCK OBAMA, dumb ass niggerâ€ oh so you mad???â€ wack hoess but who president ?",cyberbullying
You think Biden would pick Kamala after the whole bussing/racism incident? My God woman.,cyberbullying
"(Acts 29:19196) JUST like the white people and their white ""wannabe"" dark skinned ""Golden"" Negro former Hebrew people of God that have loved their white people companions so much that they gave up God, and now follow the white people devil's ideology called Christianity,",cyberbullying
"â€œ@atkgwfo_o: you buggin, BLACK IS BEAUTIFUL DUMB BITCH SMD â€œ@Shelly_Smyth: I would never fuck a black nigger they ugly and have aidsâ€â€",cyberbullying
Ur right the first one was more like when dudes are finished with ur mouth,cyberbullying
Racism won't stop if u still select ur white clothes to wash them first be4 the black and colored ones. SAY NO 2 RACISM! Wash them together.,cyberbullying
"smh ""@tayyoung_: FUCK OBAMA, dumb ass nigger""",cyberbullying
"Omg we never chose to be called negros,nigga,or nigger! These were slurs given to us by white people. And your mad we donâ€™t wanna be called those any more ??",cyberbullying
"@KushWisdomLove lmfaol I am insane stupid fuck, read the name, stupid nigger. You mad dumb where you came from, from Ghana, cause you ugly.",cyberbullying
@toofastlilred @SoFuckinElegant then again you are black and usually niggers are dumb as fuck.,cyberbullying
"It was a typical Northern gang up against GEJ and some dumb fucks in the Niger Delta here didnot see this, but time will tell",cyberbullying
Look Yall Black People Are So Disgusting and Evil Wowww Fuck All Niggers They All Just Rob and Kill,cyberbullying
